home_avg_FTHG,home_avg_HS,home_avg_HST,home_avg_HC,home_avg_HP,home_avg_HCS,away_avg_FTAG,away_avg_AS,away_avg_AST,away_avg_AC,away_avg_AP,away_avg_ACS,H_golas/shot,A_goals/shot,home_avg_HP_squared,away_avg_AP_squared
0.0,10.0,4.0,7.0,0.0,0.0,2.0,12.0,5.0,2.0,3.0,1.0,0.0,0.16666666666666666,0.0,9.0
0.0,11.0,3.0,4.0,0.0,0.0,2.0,9.0,4.0,1.0,3.0,1.0,0.0,0.2222222222222222,0.0,9.0
2.4,10.2,4.4,3.0,2.6,0.8,1.0,9.0,3.0,3.6,1.6,0.2,0.23529411764705882,0.1111111111111111,6.760000000000001,2.5600000000000005
4.0,13.0,7.0,7.0,3.0,1.0,1.0,19.5,6.5,5.5,2.0,0.5,0.3076923076923077,0.05128205128205128,9.0,4.0
2.8,18.4,6.6,5.0,1.8,0.2,1.8,12.2,5.2,6.4,1.2,0.2,0.15217391304347827,0.1475409836065574,3.24,1.44
2.0,16.0,4.0,6.0,3.0,0.0,1.0,10.0,3.0,4.0,1.0,0.0,0.125,0.1,9.0,1.0
1.2,12.4,4.4,5.8,1.4,0.2,1.0,11.0,5.2,5.0,1.4,0.4,0.0967741935483871,0.09090909090909091,1.9599999999999997,1.9599999999999997
2.0,14.0,6.4,8.4,1.4,0.4,0.6,7.4,3.8,3.8,0.0,0.0,0.14285714285714285,0.08108108108108107,1.9599999999999997,0.0
2.0,14.5,5.5,5.75,2.25,0.25,0.75,11.0,1.75,5.75,1.25,0.25,0.13793103448275862,0.06818181818181818,5.0625,1.5625
3.0,17.8,7.0,9.4,2.4,0.2,1.2,8.0,3.0,4.6,0.4,0.2,0.16853932584269662,0.15,5.76,0.16000000000000003
1.0,8.2,3.6,4.0,1.2,0.4,1.4,15.0,6.6,6.4,1.4,0.2,0.12195121951219513,0.09333333333333332,1.44,1.9599999999999997
1.4,13.4,4.4,5.0,1.0,0.2,0.8,8.6,2.6,4.2,0.6,0.0,0.1044776119402985,0.0930232558139535,1.0,0.36
1.6,16.4,5.4,5.2,2.0,0.4,0.6,12.0,3.2,7.2,0.8,0.2,0.09756097560975611,0.049999999999999996,4.0,0.6400000000000001
1.4,18.4,5.8,6.0,1.2,0.2,2.2,13.0,4.6,4.6,2.0,0.4,0.07608695652173914,0.16923076923076924,1.44,4.0
2.4,15.2,5.6,6.6,2.0,0.2,2.6,14.8,5.4,5.2,2.4,0.4,0.15789473684210525,0.17567567567567569,4.0,5.76
1.6,18.6,7.2,8.0,1.8,0.2,1.6,11.4,3.2,5.0,1.2,0.0,0.08602150537634408,0.14035087719298245,3.24,1.44
0.4,11.0,3.2,3.2,0.0,0.0,1.0,12.4,4.6,4.6,0.8,0.2,0.03636363636363637,0.08064516129032258,0.0,0.6400000000000001
2.4,16.6,4.4,5.6,3.0,0.4,0.8,10.6,3.4,2.6,1.0,0.2,0.14457831325301204,0.07547169811320756,9.0,1.0
1.4,8.2,2.4,3.4,1.4,0.2,1.4,11.4,4.4,3.8,1.2,0.2,0.17073170731707318,0.12280701754385964,1.9599999999999997,1.44
2.2,13.6,5.4,5.4,1.6,0.2,1.2,10.2,3.6,3.6,1.0,0.2,0.16176470588235295,0.11764705882352941,2.5600000000000005,1.0
1.2,13.2,4.6,4.8,1.4,0.2,1.0,13.4,4.8,4.6,1.0,0.4,0.09090909090909091,0.07462686567164178,1.9599999999999997,1.0
0.8,10.8,4.8,2.8,0.6,0.2,1.8,13.0,4.2,5.2,1.2,0.4,0.07407407407407407,0.13846153846153847,0.36,1.44
1.2,16.6,5.0,7.4,2.0,0.4,1.2,13.4,3.6,5.4,1.0,0.2,0.07228915662650602,0.08955223880597014,4.0,1.0
3.2,19.6,6.6,8.0,2.4,0.2,0.4,8.2,2.4,3.6,0.8,0.2,0.16326530612244897,0.04878048780487806,5.76,0.6400000000000001
2.5,12.75,5.5,5.25,1.75,0.25,2.0,9.75,4.0,2.75,1.75,0.25,0.19607843137254902,0.20512820512820512,3.0625,3.0625
1.0,9.8,4.2,6.0,0.6,0.0,1.4,9.0,3.6,3.0,0.6,0.0,0.1020408163265306,0.15555555555555556,0.36,0.36
1.4,13.2,5.2,6.6,1.0,0.0,1.4,19.6,6.2,7.2,1.0,0.4,0.10606060606060606,0.07142857142857142,1.0,1.0
1.6,14.6,5.6,5.0,1.6,0.2,2.6,16.4,8.2,7.6,2.6,0.4,0.10958904109589042,0.1585365853658537,2.5600000000000005,6.760000000000001
4.0,13.0,7.0,12.0,3.0,1.0,0.0,10.0,1.0,5.0,0.0,0.0,0.3076923076923077,0.0,9.0,0.0
2.6,15.8,7.6,6.0,2.4,0.6,2.0,13.75,4.5,8.0,2.5,0.75,0.16455696202531644,0.14545454545454545,5.76,6.25
0.8,10.0,3.6,3.0,0.2,0.0,1.8,12.6,5.0,3.6,1.6,0.0,0.08,0.14285714285714288,0.04000000000000001,2.5600000000000005
1.6,14.2,3.2,4.4,2.2,0.4,1.2,10.0,3.6,4.6,2.4,0.4,0.11267605633802819,0.12,4.840000000000001,5.76
3.8,15.8,6.6,4.2,3.0,0.0,2.2,18.4,8.8,7.2,1.4,0.2,0.24050632911392403,0.11956521739130437,9.0,1.9599999999999997
2.0,13.2,5.8,6.8,1.6,0.4,1.2,9.6,4.2,3.4,0.8,0.0,0.15151515151515152,0.125,2.5600000000000005,0.6400000000000001
1.8,9.6,2.8,3.6,2.2,0.4,0.8,12.2,3.4,4.0,0.2,0.0,0.1875,0.06557377049180328,4.840000000000001,0.04000000000000001
2.2,15.0,5.4,6.2,2.4,0.0,1.0,9.4,4.2,3.8,0.4,0.0,0.14666666666666667,0.10638297872340426,5.76,0.16000000000000003
2.2,14.4,5.4,4.2,2.4,0.4,1.2,10.6,4.4,4.6,1.2,0.4,0.1527777777777778,0.11320754716981132,5.76,1.44
2.0,15.0,5.2,6.2,2.6,0.6,0.2,8.4,2.4,3.2,0.2,0.0,0.13333333333333333,0.023809523809523808,6.760000000000001,0.04000000000000001
0.25,16.25,5.5,5.25,0.0,0.0,1.3333333333333333,12.333333333333334,4.666666666666667,2.6666666666666665,0.3333333333333333,0.0,0.015384615384615385,0.1081081081081081,0.0,0.1111111111111111
1.5,15.75,6.5,7.0,1.75,0.5,0.2,9.4,2.2,3.0,0.2,0.0,0.09523809523809523,0.02127659574468085,3.0625,0.04000000000000001
1.6,17.0,5.0,8.8,2.0,0.2,1.6,10.6,4.2,3.8,2.0,0.2,0.09411764705882353,0.15094339622641512,4.0,4.0
1.4,19.0,6.4,7.4,2.0,0.4,0.2,6.4,2.0,4.2,0.4,0.2,0.07368421052631578,0.03125,4.0,0.16000000000000003
1.0,13.25,3.25,7.0,1.5,0.25,1.0,14.25,4.25,4.5,1.5,0.25,0.07547169811320754,0.07017543859649122,2.25,2.25
2.6,16.2,5.6,6.6,2.0,0.4,1.8,12.4,4.4,3.4,1.0,0.0,0.16049382716049385,0.14516129032258066,4.0,1.0
1.6,13.8,5.0,5.0,1.2,0.4,0.8,7.0,3.0,3.2,1.0,0.2,0.11594202898550725,0.1142857142857143,1.44,1.0
2.0,12.333333333333334,5.0,4.333333333333333,2.3333333333333335,0.0,0.6666666666666666,10.0,3.3333333333333335,3.3333333333333335,0.3333333333333333,0.0,0.16216216216216214,0.06666666666666667,5.4444444444444455,0.1111111111111111
4.0,19.0,10.0,6.0,3.0,0.0,1.0,9.0,3.0,4.0,3.0,1.0,0.21052631578947367,0.1111111111111111,9.0,9.0
2.0,14.0,5.0,5.0,1.0,0.0,2.0,8.0,3.0,6.0,1.0,0.0,0.14285714285714285,0.25,1.0,1.0
1.2,16.2,5.0,6.6,1.4,0.2,1.4,15.8,5.8,4.2,1.0,0.4,0.07407407407407407,0.08860759493670885,1.9599999999999997,1.0
1.25,14.25,4.5,4.25,2.0,0.5,2.25,11.5,4.0,6.5,2.5,0.5,0.08771929824561403,0.1956521739130435,4.0,6.25
2.0,14.4,5.8,7.0,2.2,0.4,3.8,17.6,6.8,6.8,2.6,0.8,0.1388888888888889,0.21590909090909088,4.840000000000001,6.760000000000001
1.4,11.4,3.6,3.6,1.2,0.2,0.8,9.2,4.0,3.8,0.2,0.0,0.12280701754385964,0.08695652173913045,1.44,0.04000000000000001
